Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
"Jadzia Dax The Second Heart"	"CL"	"st2e-en10089"	"U"	"Y"	"10U089"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Stf]"	""	"Host."	""	"Trill"	"Astrometrics Honor Physics Science"	"6"	"6"	"7"	"7"	"6"	"6"	"Order - Stop your Honor Klingon present and destroy an event in your core to take an event from your discard pile into hand."	"Y"
"K'Temoc Long Slumbering Commander"	"CL"	"st2e-en10090"	"U"	"Y"	"10U090"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Commander: I.K.S. T'Ong."	""	"Klingon"	"Leadership Navigation Officer Treachery"	"4"	"4"	"5"	"5"	"7"	"7"	"When this personnel is involved in combat and you command more Assault events than each opponent, you may kill this personnel to unstop each of your Klingon personnel present at the end of that combat."	"Y"
"Kes Curious Ocampa"	"CL"	"st2e-en10093"	"U"	"Y"	"10U093"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Voy]"	""	""	""	"Ocampa"	"2 Biology Geology Medical Science Telepathy"	"7"	"7"	"6"	"6"	"4"	"4"	"While you command a completed planet mission, place this personnel in her owner's discard pile."	"Y"
"Neelix Morale Officer"	"CL"	"st2e-en10096"	"R"	"Y"	"10R096"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Stf][Voy]"	""	"Commander: Baxial."	""	"Talaxian"	"Anthropology Diplomacy Exobiology Navigation"	"6"	"6"	"5"	"5"	"5"	"5"	"While facing a dilemma at a [DQ] mission, this personnel gains Acquisition and Honor."	"Y"
"Shran Reluctant Diplomat"	"CL"	"st2e-en10097"	"U"	"Y"	"10U097"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa]"	""	"Commander: Kumari."	""	"Andorian"	"Diplomacy Leadership Officer Treachery"	"4"	"4"	"5"	"5"	"5"	"5"	"When one of your non-Andorian personnel present is about to be stopped by a dilemma, you may stop this personnel to prevent that."	"Y"
"Tam Elbrun Prodigal Telepath"	"CL"	"st2e-en10098"	"R"	"Y"	"10R098"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Betazoid"	"Diplomacy Exobiology 2 Telepathy"	"4"	"4"	"7"	"7"	"5"	"5"	"At the start of each of your turns, you may reveal a random card from an opponent's hand for each completed mission you command. Choose one of those cards to be placed on the bottom of that opponent's deck."	"Y"
"Thon"	"CL"	"st2e-en10099ab"	"R"	"N"	"10R099"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Stf][Pa]"	""	""	""	"Andorian"	"Astrometrics Navigation Programming"	"4"	"4"	"5"	"5"	"6"	"6"	"Order - If you do not command a completed space mission, discard a random card from your hand to place your ship this personnel is aboard at your incomplete space mission. You may do this once each turn."	"Y"
"The Viceroy Advisor to the Praetor"	"CL"	"st2e-en10102a"	"R"	"Y"	"10R102"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Reman"	"Biology Diplomacy Medical Telepathy Treachery"	"3"	"3"	"6"	"6"	"7"	"7"	"When an opponent plays an event, you may discard a Romulan from hand to download an event. You may only do this once each turn."	"Y"
"Cochrane Voyager Shuttle"	"CL"	"st2e-en10107"	"C"	"Y"	"10C107"	"Ship"	"3"	""	""	""	""	""	"Federation"	"[Voy]"	"[Stf]"	""	"Type-9 Shuttlecraft"	""	""	"3"	"3"	"3"	"3"	"3"	"3"	"While you do not command a headquarters mission, you may play this ship at {Caretaker's Array} or at the same mission as your {U.S.S. Voyager}. While you command six or more personnel aboard this ship, it is Range -2. This ship is attributes +1 for each Navigation personnel aboard."	"Y"
"U.S.S. Enterprise-C Yesterday's Enterprise"	"CL"	"st2e-en10110"	"R"	"Y"	"10R110"	"Ship"	"5"	""	""	""	""	""	"Federation"	"[E][Pa]"	"[Cmd][Stf][Stf]"	""	"Ambassador Class"	""	""	"8"	"8"	"7"	"7"	"8"	"8"	"When you complete a [Kli] mission, if this ship is at that mission, score 5 points."	"Y"
"U.S.S. Enterprise-E Flagship of the Federation"	"CL"	"st2e-en10111ab"	"R"	"Y"	"10R111"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[TNG]"	"[Cmd][Cmd][Stf][Stf]"	""	"Sovereign Class"	""	""	"9"	"9"	"9"	"9"	"9"	"9"	"When you play this ship, for each [TNG] Leadership personnel at this mission, this ship is cost -1. Order - Stop your [Fed] Diplomacy personnel aboard this ship and return your event with no cards on it to its owner's hand to have each opponent return one of his or her events with no cards on it to its owner's hand."	"Y"
"I.K.S. T'Ong Sleeper Ship"	"CL"	"st2e-en10116"	"U"	"Y"	"10U116"	"Ship"	"5"	""	""	""	""	""	"Klingon"	""	"[Cmd][Stf]"	"Cloaking Device."	"K't'inga Class"	""	""	"7"	"7"	"7"	"7"	"7"	"7"	"When you win an engagement with this ship and its Commander is aboard it, you may place a [Kli] personnel from hand aboard this ship."	"Y"
"Jovis Museum"	"CL"	"st2e-en10118"	"U"	"Y"	"10U118"	"Ship"	"5"	""	""	""	""	""	"Non-Aligned"	""	"[Cmd]"	""	"Zibalian Class"	""	""	"6"	"6"	"5"	"5"	"5"	"5"	"While you have more Artifacts in your core than any opponent, each Treachery personnel aboard this ship is attributes +1."	"Y"
"Mondor Far From Home"	"CL"	"st2e-en10119"	"R"	"Y"	"10R119"	"Ship"	"5"	""	""	""	""	""	"Non-Aligned"	""	"[Cmd][Stf]"	""	"Brendob Class"	""	""	"6"	"6"	"5"	"5"	"5"	"5"	"While you have its Commander aboard it, this ship is attributes +1 for each non-[NA] personnel aboard. (limit +4)"	"Y"
"Accelerated Aging"	"Ge"	"STVE-EN11001ab"	"P"	"N"	"11P001"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. Each personnel at this mission cannot use their first-listed skill. At the end of this mission attempt, this dilemma is overcome."	"N"
"Destined Journey"	"Ge"	"st2e-en11002"	"P"	"N"	"11P002"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Choose a personnel who has Honor or Leadership to be stopped. If that personnel has both Honor and Leadership, you may unstop your stopped personnel present and that personnel joins the mission attempt. If you cannot choose a personnel with Honor or Leadership, all your personnel are stopped."	"Y"
"Final Triumph"	"Ge"	"st2e-en11003"	"P"	"N"	"11P003"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you choose to discard an event from your hand, your opponent chooses a personnel to be stopped."	"Y"
"Blow You Out of the Stars"	"Ge"	"st2e-en11008"	"P"	"Y"	"11P008"	"Event"	"3"	""	""	""	""	""	""	""	""	"Maneuver."	""	""	""	""	""	""	""	""	""	"Plays in your core. Order - Begin an engagement involving your [Kli] personnel. If you win, place this event on an opponent's ship involved. That opponent may place one of his or her unique personnel involved in your brig to prevent this and destroy this event. If you do not win, destroy this event. Damage - This ship is attributes -2."	"Y"
"Cellular Peptide Cake"	"Ge"	"st2e-en11009"	"P"	"N"	"11P009"	"Event"	"3"	""	""	""	""	""	""	""	""	"Replicate - Discard an event from your hand."	""	""	""	""	""	""	""	""	""	"To play this event, you must command a Klingon. Each player returns a non-[Ref] event in an opponent's core to its owner's hand. Destroy this event."	"Y"
"Khan!"	"Ge"	"st2e-en11013"	"P"	"N"	"11P013"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"When an opponent scores 5 or more points, if he or she has not completed a mission, he or she loses 5 points."	"Y"
"Genesis Planet"	"Ge"	"st2e-en11014"	"P"	"Y"	"11P014"	"Mission"	"0"	"P"	"P"	"4"	"35"	"A"	"Any affiliation may attempt this mission."	""	""	""	""	""	"Geology, Cunning>42 and (Biology, 2 Exobiology and 2 Science or 2 Security, Transporters and 2 Treachery)"	""	""	""	""	""	""	"Order - If this mission is completed, lose 5 points to make this a space mission. Kill all personnel (and destroy all equipment) on this mission."	"Y"
"Kira Nerys Outspoken Major"	"Ge"	"st2e-en11015"	"P"	"Y"	"11P015"	"Personnel"	"3"	""	""	""	""	""	"Bajoran"	"[Cmd][DS9]"	""	""	""	"Bajoran"	"Diplomacy Honor Leadership Security"	"6"	"6"	"6"	"6"	"6"	"6"	"While this personnel is facing a dilemma, each [Baj] personnel present is attributes +1 and gains Honor."	"Y"
"Subterranean Barrier"	"Ge"	"st2e-en11005"	"P"	"N"	"11P005"	"Dilemma"	"3"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have Biology, Exobiology, Geology and Integrity>25 or Diplomacy, Leadership, Officer and Cunning>32, all your personnel are stopped and this dilemma returns to its owner's dilemma pile."	"Y"
"The Caretaker's ""Guests"""	"Ge"	"st2e-en11006"	"P"	"N"	"11P006"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Your opponent chooses a personnel. You may replace him or her with any one personnel of the same affiliation from your discard pile. Place the personnel your opponent chose on the top of his or her owner's deck."	"Y"
"Learning Curve"	"Ge"	"st2e-en11010"	"P"	"N"	"11P010"	"Event"	"4"	""	""	""	""	""	""	""	""	"Decay: 4."	""	""	""	""	""	""	""	""	""	"Plays in your core. At the end of each of your turns, if you played two or more [Maq] personnel this turn, place two cards from the top of your deck on this event. You may play cards from this event as though there were in your hand."	"Y"
"No-Win Situation"	"Ge"	"st2e-en11011"	"P"	"N"	"11P011"	"Event"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When your dilemma is prevented or its requirements are met, randomly select an opponent's personnel that was facing that dilemma to be stopped."	"Y"
"The Genesis Effect"	"Ge"	"st2e-en11012"	"P"	"Y"	"11P012"	"Event"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays on your mission. When you play this event, name a dilemma. When your personnel face that dilemma at this mission, prevent and overcome it."	"Y"
"Jasad"	"Ge"	"st2e-en11016"	"P"	"N"	"11P016"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	"Gul."	""	"Cardassian"	"Intelligence Navigation Officer Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"While this personnel is aboard your [Car] ship, that ship is attributes +1 for each of your different Capture cards and each of your different Punishment cards."	"Y"
"James T. Kirk Original Thinker"	"Ge"	"st2e-en11017ac"	"P"	"Y"	"11P017"	"Personnel"	"5"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa]"	""	"Admiral. Commander: U.S.S. Enterprise."	""	"Human"	"Diplomacy 2 Honor Leadership Officer"	"7"	"7"	"6"	"6"	"6"	"6"	"When a dilemma is about to be revealed, if this personnel is attempting a mission, you may remove him from the game to prevent and overcome that dilemma."	"N"
"Spock Trainee Instructor"	"Ge"	"st2e-en11018"	"P"	"Y"	"11P018"	"Personnel"	"4"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa][E]"	""	"Commander: U.S.S. Enterprise."	""	"Human/Vulcan"	"Biology Honor Leadership Officer Physics Science"	"7"	"7"	"8"	"8"	"7"	"7"	"When a Damage card is about to be placed on your ship that this personnel is aboard, you may kill him to remove it from the game instead."	"Y"
"Tom Paris ""Starfleet Observer"""	"Ge"	"st2e-en11019"	"P"	"Y"	"11P019"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][Maq]"	""	""	""	"Human"	"Biology Geology Navigation Science"	"4"	"4"	"6"	"6"	"5"	"5"	"When this personnel is stopped by a dilemma, you may discard a card from hand to choose one: draw two cards; or take a [Maq] personnel from your discard pile into your hand."	"Y"
"Tuvok Undercover"	"Ge"	"st2e-en11020"	"P"	"Y"	"11P020"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][Maq]"	""	"Infiltrator."	""	"Vulcan"	"Navigation Officer Science Security"	"6"	"6"	"7"	"7"	"7"	"7"	"While this personnel is facing a dilemma and you have a [Maq] personnel present, this personnel is attributes +1 and gains Intelligence."	"Y"
"Kruge Instinctive Commander"	"Ge"	"st2e-en11022b"	"P"	"Y"	"11P022"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	"[Cmd][Pa]"	""	"Commander: I.K.S. Qel'Poh."	""	"Klingon"	"Astrometrics Intelligence Officer Treachery"	"3"	"3"	"6"	"6"	"7"	"7"	"When you win an engagement involving this personnel and there are two or less personnel aboard an opponent's ship involved, you may remove a damage event from that ship to place those personnel in your brig. You now command that ship (it is now a [Kli] ship)."	"Y"
"David Marcus Young Scientist"	"Ge"	"st2e-en11024"	"P"	"Y"	"11P024"	"Personnel"	"1"	""	""	""	""	""	"Non-Aligned"	"[Pa]"	""	""	""	"Human"	"2 Biology Exobiology Physics Programming 2 Science"	"5"	"5"	"7"	"7"	"6"	"6"	"When this personnel is stopped by a dilemma, you may destroy an event in your core (if you do not, lose 5 points instead)."	"Y"
"Khan Noonien Singh Genetically-Engineered Nemesis"	"Ge"	"st2e-en11025"	"P"	"Y"	"11P025"	"Personnel"	"4"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa]"	""	"Commander: U.S.S. Reliant. Genetically Enhanced."	""	"Human"	"Exobiology Leadership Programming 2 Treachery"	"2"	"2"	"8"	"8"	"8"	"8"	"While present with an opponent's personnel, each of that opponent's personnel is attributes -1."	"Y"
"Queen's Borg Sphere Contingency Vessel"	"Ge"	"st2e-en11026"	"P"	"Y"	"11P026"	"Ship"	"6"	""	""	""	""	""	"Borg"	""	"[Stf][Stf][Stf][Stf]"	""	"Sphere"	""	""	"9"	"9"	"10"	"10"	"9"	"9"	"While this ship is at a [Bor] mission, personnel aboard it are attributes +1. While your Borg Queen is aboard this ship, it is staffed."	"Y"
"U.S.S. Enterprise Earth's Savior"	"Ge"	"st2e-en11027"	"P"	"Y"	"11P027"	"Ship"	"5"	""	""	""	""	""	"Federation"	"[TOS][Pa]"	"[Cmd][Stf]"	""	"Constitution Class"	""	""	"8"	"8"	"7"	"7"	"7"	"7"	"While you command a [TOS] personnel, you may play this ship at your {Earth}. When this ship is about to move between Earth and another mission, subtract 1 from the Range required."	"Y"
"Psychokinetic Control"	"TV"	"st2e-en12015"	"R"	"N"	"12R015"	"Dilemma"	"0"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. Each personnel at this mission loses each skill he or she has gained. Each personnel cannot gain skills. Each personnel cannot increase his or her attributes. At the end of this mission attempt, this dilemma is overcome."	"Y"
"Barrier's Effect"	"TV"	"st2e-en12002"	"C"	"N"	"12C002"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Choose a unique personnel to be attributes +3 until the end of this mission attempt. At the end of this mission attempt, place that personnel and an event in your core in their owner's discard piles."	"Y"
"Mark of Gideon"	"TV"	"st2e-en12010"	"C"	"N"	"12C010"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Randomly select a personnel to be stopped. If you still have nine personnel remaining, return that personnel to his or her owner's hand, then your opponent chooses a second personnel to return to his or her owner's hand. If you still have ten personnel remaining, your opponent chooses a third personnel to return to his or her owner's hand."	"Y"
"Final Cry"	"TV"	"st2e-en12024a"	"U"	"N"	"12U024"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When your [TOS] personnel is about to be killed by a dilemma, you may discard three [TOS] cards (or a [TOS] personnel who costs 4 or more) from hand to stop him or her instead."	"Y"
"Driven"	"TV"	"st2e-en12036"	"U"	"N"	"12U036"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"When your [TOS] Officer is facing a dilemma, discard a [TOS] Officer from hand to choose one: he or she is attributes +5 until the end of that dilemma; or he or she gains a skill of your choice until the end of that dilemma."	"Y"
"Earth Lush and Beautiful Home"	"TV"	"st2e-en12040"	"U"	"Y"	"12U040"	"Mission"	"0"	"H"	"H"	"2"	""	"A"	"Federation Headquarters"	""	""	"Region: Sector 001."	""	""	"You may play [TOS] cards, [NA] cards, and equipment at this mission."	""	""	""	""	""	""	"When you play a [TOS] card here, you may spend a counter to draw two cards. You may do this only once each turn."	"Y"
"Navigate Argolis Cluster"	"TV"	"st2e-en12041"	"U"	"Y"	"12U041"	"Mission"	"0"	"S"	"S"	"4"	"35"	"A"	"[Fed][Kli]"	""	""	""	""	""	"Astrometrics, 2 Navigation, Physics, and Cunning>32"	""	""	""	""	""	""	"You may attempt and complete this mission using your [Dom] personnel with these requirements: Officer, Leadership, Security and Strength>36."	"Y"
"Kira Nerys Bit of a Fighter"	"TV"	"st2e-en12043"	"U"	"Y"	"12U043"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	"[Cmd]"	""	"Bajoran Resistance."	""	"Bajoran"	"Honor Physics Security"	"6"	"6"	"6"	"6"	"6"	"6"	"While you have ten or more cards in your discard pile, this personnel is Cunning +1 and gains Diplomacy, Leadership, and Officer."	"Y"
"Angela Martine"	"TV"	"ST2E-EN12054"	"C"	"N"	"12C054"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][TOS][Pa]"	""	""	""	"Human"	"Astrometrics Engineer Programming"	"5"	"5"	"5"	"5"	"4"	"4"	"You may play this personnel at cost +1 to examine the top three cards of your deck or examine the top three cards of your dilemma pile. Replace those cards in the same order."	"Y"
"Hikaru Sulu Senior Helmsman"	"TV"	"st2e-en12065"	"C"	"Y"	"12C065"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][TOS][Pa]"	""	""	""	"Human"	"Astrometrics Biology 2 Navigation Physics"	"6"	"6"	"6"	"6"	"6"	"6"	"You may play this personnel at cost +1 to examine the top two cards of your deck and the bottom two cards of your deck. Then place those cards on the top of your deck in any order."	"Y"
"Marlena Moreau"	"TV"	"st2e-en12074"	"C"	"N"	"12C074"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][TOS][Pa]"	""	""	""	"Human"	"Biology Honor Officer Physics Science"	"6"	"6"	"5"	"5"	"4"	"4"	"You may play this personnel at cost +1 to make each player count the number of cards in his or her discard pile, shuffle those cards into his or her deck, and discard from the top of his or her deck an equal number of cards."	"Y"
"Matt Decker Vengeful Commodore"	"TV"	"st2e-en12076"	"U"	"Y"	"12U076"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa]"	""	"Commander: U.S.S. Constellation."	""	"Human"	"Engineer Exobiology Leadership Officer Security"	"4"	"4"	"6"	"6"	"5"	"5"	"You may play this personnel at cost +3 to destroy an event."	"Y"
"Richard Daystrom Influential Scientist"	"TV"	"st2e-en12082"	"C"	"Y"	"12C082"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][TOS][Pa]"	""	""	""	"Human"	"2 Engineer Physics 2 Programming Science"	"4"	"4"	"7"	"7"	"5"	"5"	"You may play this personnel at cost +2 to prevent and overcome the first [D] dilemma he faces this turn."	"Y"
"Qol Lascivious Lackey"	"TV"	"st2e-en12088"	"U"	"Y"	"12U088"	"Personnel"	"2"	""	""	""	""	""	"Ferengi"	"[Stf]"	""	""	""	"Ferengi"	"Acquisition Exobiology Physics Treachery"	"4"	"4"	"5"	"5"	"5"	"5"	"At the start of each of your turns, you may reveal an opponent's hand. If he or she reveals no events, you may take a card from beneath your {Ferenginar} into your hand. Otherwise, that opponent draws a card."	"Y"
"Gaard"	"TV"	"st2e-en12099"	"C"	"N"	"12C099"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Stf][Pa]"	""	""	""	"Tellarite"	"Biology Exobiology Medical Officer Physics"	"6"	"6"	"5"	"5"	"6"	"6"	""	"Y"
